,Libro,Autor,Sinopsis
98,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Aprenda a cocinar como un chef profesional con esta guía de fácil comprensión, con instrucciones claras y fotografías paso a paso para llevar a la práctica más de 250 técnicas y trucos culinarios. Desde las tecnicas basicas a lo mas espectacular: este libro le enseña como conseguir la excelencia en la cocina cubriendo todos los aspectos. Gane confianza con sugerencias de servicio y presentacion. Transforme su comida en platos de restauracion, y ¡conviertase en un chef! Si alguna vez ha pensado que las tecnicas empleadas por los chefs son demasiado dificiles, cambie de perspectiva. Esta obra es una guia facil de seguir que le llevara a traves de los procesos culinarios necesarios para ser un gran cocinero. Desde los fundamentos hasta las elaboraciones mas espectaculares, este libro le enseña como trabajar en la cocina en todos los aspectos: preparar una salsa bechamel, filetear pescado, preparar su propia pasta, pasteles y panes, entre muchos otros. Tanto si desea enriquecer sus conocimientos como si lo que busca es aprender nuevas tecnicas, las claras explicaciones de este libro le haran que considere la preparacion de un bogavante tan facil como pelar un tomate."
99,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",David de Jorge,"Los amantes del chocolate disfrutarán con las ricas recetas del pasterl de chocolate jugoso o los lazos de chocolate azucarados, y descubrirán alternativas más ligeras como las ciruelas asadas con salsa de jengibre. Recetas explicadas paso a paso para asegurar un resultado profesional. incluye una selección de salsas básicas glaseados y masas que pueden utilizarse en múltiples recetas."
100,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Introduction 6; Includes: presentation; equipment; flavourings; homemade and bought cakes; icings and decorations; tips and techniques; Something for Everyone 26; Cakes to bring a smile to the faces of golfers, gardeners, travellers, mothers and more! 'Hearts and Flowers' 58; A stunning array of cakes for weddings and."
101,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Are you bored with the same dishes day in day out? Would you like to make food more exciting? Here is a simple solution to make every meal special, with over 100 sauces to add flair to any meal, providing fast and fuss-free food for friends and family. Step-by-step photographs take you through the sauce-making process to ensure perfect results. Tips and techniques for choosing ingredients and equipment are also included. All the classics and traditional favourites are in the book, together with new and exciting combinations to provide something for everyone."
102,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",David de Jorge,"Tras las puertas de la cocina de un restaurante pasan muchísimas cosas... y pocas son aptas para todos los públicos. pero eso a un cocinero tan atrevido como Anthony Bourdain no le importa lo más mínimo. Con un estilo desenfadado y sin pelos en la lengua, el mediatico chef explica en este libro su increible vida en el mundo de la restauracion, donde no siempre la comida es la estrella."
103,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"El libro póstumo de Anthony Bourdain: una guía de los lugares más fascinantes del mundo de la mano del incansable y curioso chef, escritor y presentador de televisión.Anthony Bourdain vio más mundo que nadie. Sus viajes le llevaron desde los rincones mas secretos de su Nueva York natal hasta una comuna tribal en Borneo, pasando por las cosmopolitas Buenos Aires, Paris y Shanghai hasta la impresionante belleza de Tanzania o la inmensa soledad del desierto de Oman.World Travel recoge las experiencias vitales del chef en una entretenida, practica, divertida, irreverente y honesta guia de viajes que ofrece al lector una inmersion a algunos de los sitios favoritos de Bourdain, en sus propias palabras. Con consejos imprescindibles sobre como llegar, donde comer, donde hospedarse y, en algunos casos, que evitar, esta guia proporciona el contexto esencial que permitira al lector apreciar por que estos fascinantes e impresionantes destinos eran los rincones favoritos de Bourdain.Sus palabras estan acompañadas de testimonios de amigos, colegas y familiares que cuentan historias todavia mas profundas y anecdotas sobre cada lugar, asi como ilustraciones originales de sitios de interes, personajes locales y platos locales.Para viajeros veteranos, turistas de sillon o exploradores a tiempo parcial,World Travel ofrece la oportunidad de experimentar y conocer el mundo como lo hizo el gran Anthony Bourdain."
104,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"El cocinero más salvaje, procaz y brutalmente sincero del planeta cuenta sin pelos en la lengua sus andanzas tras los fogones, probando todos los manjares, incluidos los prohibidos. Escritas a mordiscos y hasta a cuchilladas, en un enloquecido galopar de historias rabiosamente reales, estas Confesiones de un chef nos muestran lo que de verdad se cuece en las cocinas de los restaurantes, lo que los comensales seguramente preferirian no saber sobre como se trabaja en el habitat de los cocineros, entre fogones, calor, explotacion laboral, pinches de aspecto patibulario, chefs no muy ortodoxos, dudosa higiene y manipulaciones de la comida no siempre confesables.  ""Nadie ha contado con tanta frescura y veracidad las interioridades de las cocinas de los restaurantes"". Ferran Adria"
105,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Tras las puertas de la cocina de un restaurante pasan muchísimas cosas... y pocas son aptas para todos los públicos. pero eso a un cocinero tan atrevido como anthony Bourdain no le importa lo más mínimo. Con un estilo desenfadado y sin pelos en la lengua, el mediatico chef explica en este libro su increible vida en el mundo de la restauracion, donde no siempre la comida es la estrella."
106,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"El cocinero más salvaje, procaz y desarmantemente sincero del planeta cuenta sin pelos en la lengua sus andanzas tras los fogones, probando todos los manjares, incluidos los prohibidos. Escritas a mordiscos y hasta a cuchilladas, en un enloquecido galopar de historias rabiosamente reales, estas Confesiones de un chef nos muestran lo que de verdad se cuece en las cocinas de los restaurantes, lo que los comensales seguramente preferirian no saber sobre como se trabaja en el habitat de los cocineros, entre fogones, calor, explotacion laboral, pinches de aspecto patibulario, chefs no muy ortodoxos, dudosa higiene y manipulaciones de la comida no siempre confesables."
107,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Dani Garcia,"Escritor y cocinero, Bourdain no tiene pelos en la lengua a la hora de explicar todo lo que pasa tras la puerta de la cocina. En este libro delicioso y divertido el autor es fiel a su premisa de que ""para mi, la comida siempre ha sido una aventura"", y acompaña el lector a traves de una vida llena de anecdotas: desde sus modestos inicios trabajando como lavaplatos en un bar de Provincetown hasta la cocina del Rainbow Room en el Rockefeller Center o los traficantes de droga del East Village.a En un tono desenfadado, de colega a colega, desgrana las oscuras y reconditas entrañas de un restaurante, un mundo que constituye su habitat natural. Sus vivencias, experiencias y anecdotas, tanto con cocineros como con clientes, se relatan con acierto en este libro no exento de un cierto aire de provocacion. Consignas para comer fuera Facil: de martes a sabado. Sitios concurridos. Movimiento. Rotacion. Martes y jueves suelen ser los mejores dias para pedir pescado (en Nueva York y casi en cualquier otra gran ciudad). Las provisiones que entran los martes son frescas, los preparados-base estan recien hechos, el chef viene descansado y de buen humor luego de la relativa serenidad del domingo y el lunes. Los viernes y los sabados las provisiones tambien son frescas, pero hay mucho ajetreo, d"
108,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Con audacia y esfuerzo, Bourdain, como buen chef que es, nos presenta en esta obra un banquete divertido sobre sus años de cocina y viajes. Ordenada según los gustos básicos: salado, dulce, ácido, amargo y umami (un termino japones para un gusto que desafia cualquier descripcion), esta coleccion de anecdotas nos muestra el buen paladar de Bourdain, su gran sentido de la aventura y su buena escritura. Es este un caldo bien sazonado de historias sinceras, a menudo escandalosas, sobre sus aventuras -y desventuras- por todo el mundo. Gorroneando una anguila en las calles de Hanoi, revelando los aspectos mas poco glamurosos de hacer television, hablando con un activista de comida crudivora o confesando un complejo de culpa por matar una langosta, Bourdain esta mas divertido que nunca. Malos tragos, recopilacion de textos periodisticos y divulgativos no incluidos en antologias anteriores, junto con algunos materiales ineditos, es un guiso ameno, descarnado e irreverente para admiradores y neofitos."
109,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Gurutz Linazasoro,"""Éste no es un libro de cocina. No exactamente. No te enseñará a cocinar. En este volumen las recetas son de Les Halles, el restaurante de la ciudad de Nueva York donde soy chef en ejercicio desde 1998. Lo cual quiere decir que son las recetas oficiales del mejor bistró del país."" El libro pretende ser un manual de campaá sobre estrategia y tácticas. Quiero decir que en las siguiente páginas te llevaré de la mano y te haré recorrer en gran parte el proceso de la misma manera -con el mismo esmero, el mismo tono confidencial y diplomático- que utilizaría si aleccionara a un nuevo recluta para la cocina del restaurante. Anthony Bourdain."
110,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Anthony Bourdain, life-long line cook and bestselling author of ""Kitchen Confidential"", sets off to eat his way around the world. But being Anthony Bourdain, this was never going to be a conventional culinary tour. Inspired by ""Apocalypse Now"", Bourdain heads out to Saigon where he eats the still-beating heart of a live cobra (washed down with its blood), and then into Cambodia, the Heart of Darkness, where he travels deep into landmined Khmer Rouge territory to find the rumoured Wild West of Cambodia (Pailin). Other stops include dining with gangsters in Russia, a medieval pig slaughter and feast in northern Portugal, the Basque All Male Gastronomique Society in Saint Sebastian, paladars in Cuba (Commie Beach Party), rural Mexico with his Mexican sous-chef, a pilgrimage to the French Laundry in the Napa Valley and a return to his roots in the tiny fishing village of La Teste, where he first ate an oyster as a child. Written with the inimitable machismo and humour that has made Tony Bourdain such a sensation, ""A Cook's Tour"" is an adventure story sure to give you indigestion."
111,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"""Quería aventuras. Quería subir un río Nung arriba hasta el corazón de la sombría Camboya.Quería cruzar el desierto a lomos de camello, comer un cordero entero con los dedos. Quería sacudirme la nieve de las botas en un night-club de la mafia rusa."" Escrito con su inimitable estilo desenfadado y sarcastico plagado de humor, Viajes de un chef,odisea inolvidable, es la receta perfecta para conjurar el desastre y encontrar al final la comida perfecta."
112,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Martin Berasategui,"Muy seguro de entretener a entendidos y profanos, Bourdain no deja títere con cabeza en su exquisito, divertido y delicioso relato. Un recorrido apasionante desde el modesto oficio de lavaplatos, hasta la cocina del Rainbow Room en el Rockefeller center, mafia incluida."
113,"[[' '], ['\n            Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de LAS RECETAS DE SAUL CRAVIOTTO\n      '], [' '], ['Nº de páginas:'], [' '], ['224'], ['Editorial:'], [' '], ['ANAYA MULTIMEDIA'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788441544932'], ['Año de edición:'], [' '], ['2021'], ['Plaza de edición:'], [' '], ['ES'], [' '], ['Fecha de lanzamiento:'], [' '], ['18/11/2021']]",Fernando Calisalvo Duran,"Escritor y cocinero, Bourdain no tiene pelos en la lengua a la hora de explicar todo lo que pasa tras la puerta de la cocina. En este libro delicioso y divertido, el autor es fiel a su premisa de que ""para mí, la comida siempre ha sido una aventura"", y acompaña el lector a través de una vida llena de anécdotas: desde sus modestos inicios trabajando como lavaplatos en un bar de Provincetown hasta la cocina del Rainbow Room en el Rockefeller Center o los traficantes de droga del East Village."
114,"[[' '], ['\n            Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n      '], [' '], ['Nº de páginas:'], [' '], ['124'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788461222995'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['26/04/2010']]",Hasier Etxeberria,"Escritor y cocinero, &amplt;;strong:GT;Bourdainlt;/strong:gt; no tiene pelos en la lengua a la hora de explicar todo lo que pasa tras la puerta de la cocina. En este libro delicioso y divertido, el autor es fiel a su premisa de que :amp;quot;para m:amp;iacute;, la comida siempre ha sido una aventura:amp;quot;, y acompa:amp;ntilde;a el lector a trav:amp;eacute;s de una vida llena de an:amp;eacute;cdotas: desde sus modestos inicios trabajando como lavaplatos en un bar de Provincetown hasta la cocina del Rainbow Room en el Rockefeller Center o los traficantes de droga del East Village."
115,"[[' '], ['\n            Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n      '], [' '], ['Nº de páginas:'], [' '], ['124'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788461222995'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['26/04/2010']]",Martin Berasategui,"El frenético mundo de los restaurantes y de la alta cocina puede cambiar mucho en una década. AnthonyBourdain, un verdadero «infiltrado» en el infierno de los fogones y en el paraíso de las mesas, lo"
116,"[[' '], ['\n            Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n          '], [' '], [' '], [' '], ['\n        Ficha técnica de UN NUEVO AMANECER (THERMOMIX TM21)\n      '], [' '], ['Nº de páginas:'], [' '], ['124'], ['Editorial:'], [' '], ['AUTOR-EDITOR'], ['Idioma:'], [' '], ['CASTELLANO'], ['Encuadernación:'], [' '], ['Tapa blanda'], ['ISBN:'], [' '], ['9788461222995'], ['Año de edición:'], [' '], ['2010'], ['Plaza de edición:'], [' '], ['MADRID'], [' '], ['Fecha de lanzamiento:'], [' '], ['26/04/2010']]",Martin Berasategui,
